"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE","ID"
"zero",44745,0,0,482098,185,4,10,"very_unsat","very_little","considering","STAY",9825
"zero",25550,0,66,181050,156,1,2,"unsat","little","considering","LEAVE",1987
"one",80226,0,0,371711,317,0,11,"very_unsat","very_high","no","STAY",10646
"zero",63972,49,65,214556,297,4,1,"very_sat","very_high","no","LEAVE",6690
"zero",20045,167,0,817583,867,12,15,"avg","little","considering","STAY",6869
"one",30626,0,18,316928,154,0,5,"unsat","little","considering","STAY",15628
"one",21004,68,13,187319,383,4,6,"very_sat","little","actively_looking_into_it","STAY",5085
"one",113385,0,0,333599,819,1,6,"very_unsat","very_high","considering","LEAVE",1597
"one",96385,0,23,749110,371,1,4,"very_sat","little","considering","STAY",10041
"zero",107604,0,0,189452,731,1,15,"sat","little","considering","LEAVE",6794
"one",63012,0,21,394059,253,0,4,"very_sat","little","considering","STAY",4833
"one",37670,70,12,240421,241,5,4,"very_unsat","high","actively_looking_into_it","STAY",6766
"zero",76995,55,23,388798,648,3,4,"unsat","very_high","actively_looking_into_it","STAY",19957
"zero",45202,65,88,915548,157,5,2,"unsat","little","actively_looking_into_it","STAY",4848
"zero",117488,53,12,810740,205,4,4,"very_unsat","high","considering","STAY",6864
"zero",103222,0,0,321543,673,0,10,"very_sat","very_little","considering","LEAVE",12314
"one",94445,0,33,256140,365,0,1,"very_unsat","very_high","never_thought","STAY",1248
"zero",66329,53,0,479321,319,5,10,"very_unsat","little","actively_looking_into_it","STAY",2223
"one",100371,0,0,768774,636,0,9,"unsat","very_high","no","LEAVE",5256
"one",32569,182,35,419558,132,1,1,"very_unsat","very_high","considering","LEAVE",8395
"one",58530,0,64,166357,329,0,2,"very_unsat","little","considering","STAY",13837
"zero",94662,0,17,246065,375,1,6,"unsat","little","actively_looking_into_it","STAY",3611
"one",51331,0,0,739595,317,1,14,"unsat","very_high","considering","STAY",19114
"one",22250,216,0,656964,248,23,8,"avg","high","considering","STAY",13019
"one",26882,202,25,407869,156,23,2,"very_unsat","very_high","perhaps","LEAVE",17731
"one",65214,197,0,479829,319,27,12,"very_unsat","avg","considering","LEAVE",12146
"one",107134,39,0,374054,446,3,12,"avg","avg","perhaps","STAY",17126
"zero",92742,30,34,851118,604,4,1,"avg","very_little","considering","STAY",2946
"one",77728,166,10,435540,266,19,4,"very_unsat","little","perhaps","LEAVE",8369
"one",131065,168,0,740420,617,20,9,"very_unsat","little","considering","LEAVE",19735
"zero",23106,129,69,732346,185,15,1,"unsat","very_high","considering","STAY",8411
"one",38074,0,9,999321,140,1,4,"unsat","very_high","no","STAY",4800
"one",88263,0,0,374528,348,1,9,"very_unsat","very_high","never_thought","STAY",8481
"zero",27479,166,47,442162,135,12,1,"sat","very_little","no","LEAVE",752
"zero",80358,72,13,742211,259,3,4,"very_sat","very_little","never_thought","LEAVE",9640
"zero",126596,0,83,723934,870,12,2,"very_unsat","little","perhaps","LEAVE",2289
"one",149686,0,69,845411,578,0,2,"very_unsat","very_little","considering","LEAVE",15750
"one",135550,78,16,196892,855,5,4,"very_unsat","little","considering","STAY",19490
"zero",114070,45,78,558303,209,5,1,"very_sat","little","no","LEAVE",13429
"zero",22075,0,86,309250,162,1,2,"very_unsat","little","no","STAY",1531
"one",38015,200,39,832278,230,12,2,"very_sat","high","considering","LEAVE",8980
"one",47687,54,5,915199,451,3,5,"sat","very_high","actively_looking_into_it","STAY",5769
"one",108394,92,18,573710,685,5,15,"very_unsat","little","considering","LEAVE",9161
"zero",46071,0,0,237374,255,5,14,"very_unsat","high","no","LEAVE",9922
"zero",90317,54,10,519050,359,4,1,"very_unsat","very_little","no","STAY",15092
"one",86525,0,17,838231,349,0,6,"very_sat","little","considering","STAY",16673
"zero",95538,166,0,882694,344,15,9,"very_sat","very_high","considering","STAY",6381
"one",135401,164,0,380309,705,10,1,"avg","very_little","actively_looking_into_it","LEAVE",9743
"one",60396,172,0,738099,337,17,12,"very_sat","very_little","actively_looking_into_it","LEAVE",5756
"zero",22171,0,0,647107,232,0,15,"very_sat","little","considering","STAY",13629
"zero",65213,29,80,851825,263,1,1,"very_sat","very_little","actively_looking_into_it","STAY",7529
"zero",113868,227,41,183375,573,13,1,"very_unsat","very_high","considering","STAY",17594
"zero",25700,214,0,957410,311,18,11,"very_unsat","very_high","actively_looking_into_it","STAY",4561
"one",145560,184,37,596420,809,29,1,"very_unsat","little","never_thought","LEAVE",390
"zero",56292,186,0,562230,365,19,9,"very_sat","very_little","considering","LEAVE",4992
"zero",73761,53,0,584253,398,0,15,"sat","little","actively_looking_into_it","LEAVE",4681
"zero",142123,0,15,871146,641,1,4,"very_sat","very_high","no","STAY",2596
"one",137569,0,7,503281,574,0,6,"unsat","very_little","considering","STAY",12862
"one",23891,194,36,904376,224,11,2,"very_sat","little","actively_looking_into_it","STAY",18120
"one",82608,179,21,528544,214,29,5,"very_unsat","high","considering","STAY",8831
"zero",33693,0,43,595040,226,1,2,"unsat","little","never_thought","LEAVE",2868
"zero",113609,0,0,222164,800,0,15,"very_unsat","little","considering","STAY",19
"zero",71481,0,0,542775,168,0,11,"very_unsat","little","considering","STAY",16075
"zero",52983,150,11,389655,355,23,4,"very_unsat","little","considering","LEAVE",6578
"one",24815,0,0,995293,181,1,12,"very_sat","little","considering","STAY",10777
"zero",126131,166,56,900037,768,23,1,"unsat","little","no","LEAVE",3189
"one",60038,172,67,318479,347,12,2,"unsat","little","actively_looking_into_it","LEAVE",14280
"one",66866,0,24,601204,322,1,14,"avg","little","considering","LEAVE",9793
"one",26360,0,0,738849,163,0,12,"very_sat","little","considering","STAY",6251
"one",92666,220,34,526328,300,15,1,"very_sat","very_little","actively_looking_into_it","LEAVE",14027
"one",24301,0,65,503345,214,0,2,"very_unsat","very_high","considering","LEAVE",4556
"zero",129532,55,23,998663,515,28,5,"very_unsat","very_high","considering","LEAVE",9983
"zero",113619,40,75,704473,478,3,2,"avg","avg","never_thought","LEAVE",6349
"one",27923,198,23,188088,246,0,6,"very_sat","very_high","considering","LEAVE",17517
"one",25384,0,10,660492,196,0,2,"very_sat","little","never_thought","STAY",18141
"zero",132384,177,56,205820,606,0,4,"very_unsat","little","considering","LEAVE",11089
"one",89120,159,84,430907,382,19,2,"unsat","high","considering","STAY",18237
"one",79325,0,0,254409,355,0,5,"very_unsat","very_little","considering","STAY",527
"one",82591,72,71,635498,261,5,2,"very_unsat","little","considering","STAY",16630
"zero",124241,0,16,802367,497,1,6,"avg","very_little","actively_looking_into_it","STAY",6061
"zero",155616,0,0,967589,465,1,8,"very_sat","little","actively_looking_into_it","STAY",8756
"one",84146,0,54,173522,383,1,2,"sat","high","considering","STAY",15602
"one",107117,0,6,289973,436,1,6,"avg","very_high","never_thought","STAY",17445
"one",93124,195,81,724508,388,10,1,"unsat","very_high","considering","STAY",11513
"one",100316,170,0,241189,367,20,15,"unsat","high","considering","LEAVE",15343
"zero",27205,33,0,540337,154,4,8,"unsat","avg","considering","LEAVE",16335
"zero",34484,0,25,689104,152,1,2,"very_sat","very_high","considering","LEAVE",3234
"one",24516,190,9,242224,161,15,4,"sat","little","considering","LEAVE",7263
"one",84928,93,0,775259,284,4,9,"very_unsat","very_high","no","LEAVE",142
"zero",86193,39,65,480632,293,3,11,"unsat","high","actively_looking_into_it","LEAVE",10554
"zero",85277,178,11,986385,270,22,8,"very_unsat","little","no","STAY",6702
"zero",30278,37,0,150499,143,4,14,"sat","little","actively_looking_into_it","STAY",8033
"zero",38271,144,44,811422,173,13,6,"very_unsat","very_little","actively_looking_into_it","STAY",1724
"zero",39716,69,16,636904,225,3,5,"very_unsat","little","considering","STAY",6421
"zero",157431,0,69,236575,877,4,1,"very_sat","very_little","considering","LEAVE",1428
"zero",40433,0,12,331798,202,1,4,"very_unsat","little","considering","STAY",6293
"zero",112570,0,0,479869,849,4,9,"unsat","little","actively_looking_into_it","LEAVE",5394
"zero",57697,233,9,245782,269,11,5,"very_sat","very_high","actively_looking_into_it","LEAVE",9345
"zero",154771,60,28,217061,527,5,1,"unsat","avg","actively_looking_into_it","LEAVE",18102
"one",65637,0,44,865732,720,1,2,"very_unsat","high","no","STAY",1815
"zero",64403,0,13,168768,348,0,5,"unsat","very_high","considering","STAY",18078
"one",96566,215,0,661845,289,17,11,"very_unsat","very_little","actively_looking_into_it","STAY",4104
"zero",75249,51,0,266409,261,4,13,"very_unsat","very_high","considering","STAY",2648
"zero",31524,204,0,501335,163,15,14,"avg","very_high","considering","LEAVE",4351
"zero",120744,64,70,190172,679,3,2,"very_sat","very_high","considering","STAY",15969
"one",136465,184,66,649096,487,27,2,"very_sat","very_high","considering","LEAVE",18485
"zero",31667,0,5,287096,139,0,5,"very_sat","very_high","considering","STAY",19074
"zero",140466,0,0,931970,582,0,10,"very_unsat","little","considering","LEAVE",8617
"zero",119888,0,48,167584,147,5,1,"unsat","little","considering","LEAVE",16677
"one",30381,61,8,460546,236,3,4,"very_sat","very_little","never_thought","LEAVE",4809
"zero",42765,202,24,176173,237,4,2,"sat","very_little","actively_looking_into_it","LEAVE",19190
"zero",67941,0,51,687550,387,0,2,"very_unsat","very_high","considering","STAY",3535
"one",44249,0,19,522920,167,1,6,"very_unsat","little","actively_looking_into_it","STAY",14114
"one",39656,66,0,525089,133,5,11,"very_unsat","very_high","considering","LEAVE",11748
"one",69893,207,80,164143,284,22,1,"very_unsat","very_high","no","LEAVE",6684
"zero",72977,57,6,203547,273,3,4,"sat","very_high","considering","STAY",16187
"one",159562,227,0,225871,892,11,8,"very_sat","very_high","considering","LEAVE",6152
"one",124137,0,15,786202,797,0,6,"very_sat","very_little","never_thought","STAY",1523
"one",97750,49,0,561637,389,3,14,"unsat","very_high","considering","LEAVE",7171
"one",21862,0,73,165119,160,0,6,"very_unsat","little","actively_looking_into_it","STAY",1161
"one",57440,210,24,640642,353,27,4,"very_unsat","little","considering","STAY",6357
"zero",25682,192,16,266698,138,18,11,"unsat","very_little","no","LEAVE",9565
"one",82485,53,20,441140,376,5,5,"very_sat","little","considering","LEAVE",3668
"zero",141473,42,45,944669,721,28,2,"very_unsat","very_high","considering","STAY",14407
"zero",66820,46,7,477836,261,5,5,"avg","very_high","considering","LEAVE",10468
"one",90692,68,0,837273,287,3,9,"unsat","high","actively_looking_into_it","STAY",3523
"one",30576,163,0,683048,173,5,12,"unsat","very_high","actively_looking_into_it","LEAVE",12670
"zero",119877,89,15,261640,550,4,5,"very_sat","very_high","actively_looking_into_it","LEAVE",12268
"one",47034,81,0,464966,221,3,13,"unsat","high","actively_looking_into_it","LEAVE",2101
"zero",78607,0,0,480459,382,1,13,"avg","very_high","no","STAY",9114
"one",51920,0,6,461025,307,1,6,"unsat","very_high","considering","STAY",993
"zero",118981,49,0,926815,666,4,13,"unsat","very_high","considering","STAY",9794
"one",122054,147,66,496863,700,18,1,"very_unsat","little","considering","LEAVE",11
"one",69861,52,0,162984,307,3,8,"very_sat","very_little","perhaps","STAY",12482
"zero",90739,209,22,883135,302,23,4,"avg","very_high","considering","STAY",18455
"zero",122378,0,65,383251,482,1,2,"very_unsat","little","considering","STAY",530
"zero",23215,72,0,278535,144,4,15,"unsat","little","actively_looking_into_it","STAY",7636
"one",88703,0,43,362851,257,0,2,"unsat","very_high","never_thought","LEAVE",8934
"zero",43738,176,45,955597,294,15,1,"very_sat","very_little","considering","STAY",18735
"one",156731,0,0,841415,765,0,14,"very_unsat","very_high","never_thought","STAY",6799
"one",61364,0,67,195496,362,1,1,"very_unsat","very_high","considering","STAY",10328
"one",38534,210,18,731109,181,29,6,"very_unsat","little","never_thought","STAY",18206
"one",57303,49,31,201519,316,3,1,"very_unsat","avg","considering","LEAVE",1617
"zero",155261,63,37,291695,140,3,2,"avg","very_high","actively_looking_into_it","STAY",11760
"one",41034,229,49,205848,142,22,2,"very_unsat","very_high","no","LEAVE",11765
"zero",133686,0,0,461471,661,0,15,"unsat","very_little","actively_looking_into_it","LEAVE",707
"zero",24591,57,76,274819,200,5,1,"sat","high","considering","LEAVE",1056
"zero",80814,213,0,341157,300,15,8,"unsat","little","considering","LEAVE",19777
"zero",47211,67,0,938547,186,3,15,"very_sat","very_little","considering","LEAVE",14430
"one",127891,179,14,191822,761,21,6,"very_sat","little","actively_looking_into_it","LEAVE",4373
"zero",48023,0,0,235924,137,0,14,"avg","very_high","never_thought","STAY",19211
"one",39596,182,8,343223,183,10,5,"very_sat","little","considering","LEAVE",18466
"zero",147495,215,17,405106,414,1,6,"unsat","little","considering","LEAVE",10717
"one",81494,0,19,346456,285,0,2,"very_unsat","little","actively_looking_into_it","STAY",3180
"one",132195,45,0,197620,771,3,8,"very_unsat","very_high","considering","STAY",9002
"one",148912,49,0,319853,426,3,9,"sat","high","considering","LEAVE",15051
"one",73494,59,0,737852,389,5,6,"very_sat","very_little","perhaps","STAY",16649
"one",107020,0,20,174178,453,0,4,"avg","very_little","considering","STAY",9755
"one",24811,40,23,904618,347,5,4,"avg","very_high","considering","STAY",15577
"one",62782,42,10,279411,357,5,5,"unsat","very_little","no","STAY",1969
"one",49952,50,0,803151,197,3,15,"very_unsat","little","actively_looking_into_it","STAY",5268
"zero",94342,0,10,983435,312,0,1,"very_unsat","little","considering","STAY",16512
"one",39614,67,54,312406,194,22,1,"avg","little","considering","LEAVE",19346
"one",103082,0,14,339910,350,1,4,"very_unsat","very_little","no","STAY",11693
"one",158950,72,12,730155,452,5,5,"very_unsat","very_high","considering","LEAVE",2949
"one",77534,217,0,494128,362,16,13,"very_unsat","little","considering","LEAVE",10589
"one",45138,213,20,937843,212,3,5,"unsat","very_little","considering","STAY",14351
"zero",154443,51,0,461754,451,4,11,"very_sat","very_little","perhaps","STAY",2627
"one",84532,0,60,267801,381,0,1,"unsat","little","no","LEAVE",11117
"one",30013,191,15,255026,250,20,6,"unsat","little","considering","LEAVE",7935
"zero",106490,0,54,763102,577,0,2,"avg","very_high","never_thought","LEAVE",17797
"zero",58648,0,18,636194,351,1,5,"very_sat","high","considering","STAY",14475
"one",29739,0,0,239783,144,3,8,"very_unsat","very_high","no","LEAVE",9408
"zero",53456,210,10,202917,371,21,6,"very_sat","very_little","considering","LEAVE",18250
"zero",43007,76,67,383077,131,4,2,"avg","little","no","STAY",5612
"zero",136992,0,0,873832,478,1,15,"avg","high","never_thought","STAY",15491
"zero",71030,210,78,584828,286,14,2,"very_unsat","high","no","LEAVE",7776
"one",49540,0,22,381967,246,0,5,"unsat","little","no","LEAVE",18398
"zero",64760,210,30,550915,291,15,1,"avg","little","actively_looking_into_it","STAY",9589
"zero",20951,72,0,431309,173,4,8,"very_sat","very_high","no","LEAVE",6681
"zero",123772,169,40,340940,877,28,2,"very_sat","little","actively_looking_into_it","LEAVE",17082
"one",134192,0,28,246824,860,0,2,"very_unsat","little","actively_looking_into_it","LEAVE",12590
"zero",39926,0,15,392817,155,0,4,"very_sat","very_little","actively_looking_into_it","STAY",3009
"one",96723,66,26,409150,385,1,2,"unsat","little","no","STAY",17150
"zero",101015,216,87,389544,197,17,1,"very_sat","little","considering","LEAVE",13319
"one",43699,0,22,424679,230,0,4,"very_unsat","very_high","considering","LEAVE",10295
"zero",127076,88,10,566815,753,4,4,"very_unsat","very_high","never_thought","LEAVE",17431
"one",28277,0,52,513602,200,1,1,"unsat","very_high","actively_looking_into_it","LEAVE",13856
"zero",58768,194,8,429992,356,15,6,"very_unsat","little","considering","LEAVE",14293
"zero",54083,69,21,425278,340,4,5,"unsat","very_high","considering","STAY",2876
"zero",150640,163,0,872629,549,25,13,"very_sat","little","actively_looking_into_it","LEAVE",8199
"zero",45466,163,0,302986,274,10,12,"very_sat","very_high","perhaps","LEAVE",4078
"zero",25431,68,49,211148,174,3,1,"very_unsat","very_high","considering","LEAVE",18218
"zero",130588,67,23,180396,258,1,4,"very_unsat","little","never_thought","STAY",15797
"one",28798,0,38,153533,200,1,1,"very_sat","little","never_thought","STAY",15406
"zero",32440,159,0,771359,152,24,8,"very_unsat","little","actively_looking_into_it","STAY",506
"one",155637,24,0,-796132,429,4,10,"very_unsat","little","considering","LEAVE",17213
"one",20728,0,42,860572,242,0,1,"avg","very_high","no","LEAVE",1372
"zero",23845,210,25,846352,242,12,1,"avg","very_little","actively_looking_into_it","STAY",4769
"zero",158937,0,18,560905,547,29,6,"very_sat","high","no","STAY",3321
"zero",21195,176,0,247714,134,18,13,"sat","very_high","considering","LEAVE",11916
"one",107370,33,0,285892,861,4,11,"very_unsat","little","considering","STAY",6576
"one",88845,0,0,395511,251,1,10,"very_sat","very_high","considering","STAY",13758
"zero",24347,0,0,971631,144,10,2,"very_unsat","little","considering","STAY",11598
